user_id,video_id_sequence
8908,"2167,4702,6151,1911,2364,170,6241,2678,140,6875,2798,6390,843,3331,7466,3587,6876,4013,5239,5928,5928,3033,1069,1069,4644,526,6613,3447,6573,6573,2712,3685,2921,382,2510,5374,5762,492,2160,2303,5675,1749,1051,1761,3913,2309,6539,5476,7272,3496,1108,4469,7007,254,980,1621"
8909,"3359,1060,4113,5683"
8910,"3553,5919,3357,1861,2332,4650,31,6396,1957,3685,2399,2962,4946,6346,699,5683,7359,3430,6286,6605,6120,3283,6712,2183,1419,6775,1909,5455,4172,4004,3504"
8911,"7261,6065,2303,5840,7141,7247,1957,394,453,3351,3818,3873,1246"
8912,"453,7017,1744,2225,185,7466,6769,3989,3654,3790,5759,3836,3706,29,4636,7336,5565,3029,2303,3325"
8913,"108,1527,5566,3425,7335,1598,1080,2786,909,1682,2725,2313,6918,1184,4672,1788,2630,7150,403,6441,7045,3588,2941,6335,1133,6308,5692,7356,6413,6917,934,6154,3888,2400,3060,2383,5107"
8914,"2986,6921,6619,6619,597,5920,7172,2076,5664,7160,657,1285"
8915,"3233,1976,1725,4653,682,832,2949,4644,2747,4113"
8916,"6921,6026,3334,1248,7160,7522,6531"
8917,"3694,38,2076,948,4549,2303,4780,2436,1744,780,7565,3685,78,3339,2510,5889,5410,1868,2208,4506,185,1886,6342,269,1575,1164,254,271,1068,6884,2805"
8918,"5792,4644,3955,3277,1754,6921,2273,6118,5036,3923,5633"
8919,"454,4975,5952,2383,7181,6061"
8920,4640
8921,"5130,5633,6133,2303,3984,220,6268,2957,3079,2814,655,650,650,3544,173,7136"
8922,"272,2509,5613,2328,2218,2218,2399,1600,2383,6450,4329,6396,6236,3681,5952,605,3774,6583"
8923,6588
8924,"6478,6483,5073"
8925,"1694,1694,3232,5567,6531,1868"
8926,"5528,6407,6407,4633,794"
8927,"871,7474,860,4555,5295,642,4640,2712,5774,602,2949,4955,619,859,4584,5872,2717,7157,7020,7357,7136,5759,1486,4117"
8928,"7014,3188,2303,2273"
8929,"7287,664,6553,642"
8930,"348,333"
8931,"511,969,4506,1707,3601,7320,2179"
8932,"299,3386,4337,2995,6058"
8933,"6975,1164,7240,348,2533,2533"
8934,"299,5975,5975,5073,5073,2035,1252,7160,4851"
8935,48
8936,"2695,4460,4552,6921,6433"
8937,"4640,2679,6364,1833,3127,5952,1725,5872,4737,4737,2659,2785,2747,1246"
8938,"3018,239,633,5826"
8939,"1822,4486,5720,3634,1725,5371,5029,2297,4506,3056,794,6533"
8940,"2949,6205,2871,54,4631"
8941,"1868,407"
8942,"5620,682,4163,6877,4151,6533,204,6658,2033,6132,6270,908,1522"
8943,"3324,2313,4587,7192,1725,3068,3872,220,226,2941,5499,4063,5159,7124,2303"
8944,"4052,7211,6611,6769,5522,3969,605"
8945,"5147,5463,1103,1103,289,5565,5159,5688"
8946,"2684,2684,1822,2162"
8947,"1200,3263,977,324,1639,557,4130,3923,1058,4415,1308,2436,4552,1225,2242,2273,2347,5422,4439"
8948,"1440,5391,4646,7423,5519,3925,6989,585,722,1632,2456,7160,5927,5567,4214"
8949,"6619,4341,5868,3504,886,5697,2303,256,1761,647,2328,2871,3670,2148,7565,2435,627,2208,3339"
8951,"453,5936,453,29,5306,2002,5866,2399"
8952,"6694,5215,5295,36"
8953,"4587,3038,830,7017,4569,4569"
8954,"4794,173,6094,1103,256,6783,7136,5872,2707,4277,2435,5900,1733,6769,5803"
8955,"969,5957"
8956,"4955,4814,1957,6551,6551,1164,627,6020,2066,54,1276"
8957,"6346,2464,7335,5029,4013,4661,3378,6044,3369,2435,6718"
8958,"1478,5370,3874"
8959,"4055,1033,3236,1694,1694,664,6589"
8960,"6291,2905,3591,4313,699,3369,6769,1160,5674,4980,1280,3233,6491,1959"
8961,2605
8962,"4170,3270,792,5762,5762,4991,2435,3849,4515,2794,252,4231,4506"
8963,"6396,4038,2521,1285,5561,5181,4318,6426,6617,3844"
8964,"5826,3959,1868,2949,3182,5571,7017,4113,7150,3325,2406,4724,3654,3277"
8965,"6286,5159,5825,5274,2383,2963,6718,6341,299,6243,4734,7064,6063,3032,1033"
8966,"2033,7136,2303,1299,4825,934,6769,3706,682"
8967,"6478,6058,3032,5809,3560,1755,3668,1725,2702,6369,405,274,160,1133,6531,4992"
8968,"4644,1912"
8969,"5939,1808,4283,1184,4946,6924,1725,6415,4113,6191,453,1216,5550,2923,3442,5802,2594,4908,948,4214,6989,2113"
8970,"4955,1184,6199"
8971,"3500,1285,5168,6510,6692,4814,3524,6694,3155,4079,5952,5613,4941,5239,1861"
8972,5578
8973,"2999,4640,3654,5392,3081,2962,48,5169"
8974,"2140,592,6841,6841,1522,6979,2968,6074,2313,2612,2383,3519,4214,1184,2359"
8975,"2709,1537,6968,832,6989,2132,4161"
8976,2630
8977,"2921,4605,6608,5276,4047,7086,4636,7466,4108,4218,3945,6613,445,2594,4313,2030,5774,5267,1956,2654,985,7071,3298,386,1160,5180,6797,1843,706,1939"
8979,"2980,3903,3261,4937,3018,7065,1323,1725,1953,3668,1704"
8980,"530,3640,6726,7271,2672,6687,6726,6268,5347,6925,7233,7277,220,1266"
8981,"1323,6433,2313,6286,1755,2588,5490,4646,6303,2569"
8982,"5966,3646,2792,2630,240,7150"
8983,"1959,1068,4496,3010,6210,7171,419,419,5130,4191,6286,3600,3004,5238,4614,6031,818,2393,3796,2963,5849,3394,6497,1930,3936,7053,324,859"
8984,3917
8985,"1720,1412,7335,3849"
8986,"6531,2746,5934,1850,5118"
8987,"748,5677"
8988,"3937,232,6974,1438"
8990,"3334,5107,923,7546,149,6688,4768,6453,5029,4906,6342,3208,3208,6974,584,910,6589,748,1694,1694,7172,3232,7160,1038,1403,3662,6975,6132,6132,4223,1732,1732,5844,1252,7110,2594,6071"
8991,"2986,1481,1754,5009,5613,445,4794,112,3587,569,3876,1326,1749,1886,6537,4631,2160,5031,5742,1164,4710,7051,4238,5211"
8992,"5953,2672,5860,1725,473,2712,2937,4939,2527,5391,6962,2790,7287,259,6019,3500,4332,49,985,5930,1749,4658,5826,4658,1957,3082,4702,7229,6510"
8993,"3831,1639,4631,193,6774"
8994,"5934,2523,4646,4992"
8995,"7471,5199,5123,2980,6775,7260,7168,5371,145,29,6236,1741,6843,7119,5001,3222,5664,3018"
8996,"7233,527,527,108,6718,4644"
8997,"2399,4908,1909,4585"
8999,"2630,2630,1969"
9000,"3647,3999,7136,2712,1725,897,3057,7368"
9001,"7043,2995,2995"
9002,"2464,3159,256,4650,6601,38,3315,6884,1588,364"
9003,"3551,145,2848,5379,3339,3721,6236,2592,1806,1225,3654,1725,2740,6601"
9004,"3025,3159,6701,1285,3691,4252,5199,4945,497,2091,4191,2406,5774,2231,2828,3654,3307,1308,5931,83,3065,4907,4127,4113,3018,239,1934,5391,5031,6778,792,7199,2790,5075,745,3143,1216,1302,5989"
9005,"2551,6700,3494,5602,5034,1457,445,5347"
9006,"2963,3982,3018"
9007,"6605,4496,5318,2389,2389,6346,1014,6070,403,6831,2465,1133,5567,6478,7051,6818,7314"
9008,"4013,4523,2413,2331"
9009,"5464,1381,7105,1344,4152,2009,2081,1980,1227,221,6975"
9010,"7334,6987,6541,7486,6589,5553,4816,453"
9011,"7136,4270,2594,4768,4152,923,6282,1694,1694,6989,7177,1912,453"
9012,"7145,7014,3369,2076"
9013,"6946,5210,1252,3232,6342,5844,3892,3892,7136,4460"
9015,"5313,664,4479,7196"
9016,"6870,3232,3068,839,1300,5808,4673"
9017,"4672,2465,4055,2630,4964,4278,6285,1033,7045,7114,6058,2794,6675"
9018,"1825,4169,4501,1866,3015,5045,2700,7071,6783,3113,4640,3131,4834,330,6666,1621,7129,3866,3263,2384,5571,2980"
9019,"6104,711,3325,1069,1069,706,5392,1280,6291,3776,5919"
9020,"3264,5034,5371,4214"
9021,"4395,6441,3264,5391,2061,2343,6111"
9022,"5545,2360,650,7136,5212,171"
9023,"6741,3891,5442,1868,4313,2581,4946,4506,5351,1466"
9025,"5553,1133,1307,6979,7227"
9026,"5664,4301,2869,4817,4015,6011,2510,6164,6147,6906,3654,1626,4673,5561,6139,5923,597,5809,6011,2399,3923,1957,1957"
9027,"1486,6638,3546,7036,5846,4235"
9028,"1059,3362,453,6987,4750,5029,4768,5475"
9029,"3969,7104,2313,5674,1405,453,1280,1950"
9031,"101,3308,368"
9032,"6072,2161,3673,7160"
9033,"6647,1458,4749,5101,4448,1458,5101,299,504,6718,493,6588"
9034,"4646,3491,7220,4633,4633,3020,2456,47,2313,4633"
9035,"7033,4539,1200,3000,3707,1639,1416,1058,3626,526,2175,6728,1539,2171,3587,6843,6726,5928,5928,5401,792,3842,5898,164,5877,605"
9036,"5392,185,1873,1873,1558,29,3097,140,4113,193,5374,6151,2684,2684,1588,1129,1129,2383,1419,7235,3202,3202,2614,6241,6775,3654,3913,5818,2992,1924,4158,1308,76,6439"
9037,"2594,185,5463,5159,308,6884,4313,1183,6225,4341,1885,5825,7157,7339,3418,4506,6316,1457,3824"
9038,"6403,3954"
9039,"5844,4634,4486"
9040,"2808,2698,120,1935"
9041,"4194,4644,5524"
9042,"3113,2465,7196,171"
9043,"4274,3871,4973,7000"
9044,"3188,3989,4063"
9045,"7256,2544,4877"
9046,"1993,310,3775,1794,410,3991,4743,5826,4339,2794"
9047,"6525,5273,6291,4646,4673,5309,7313,6390,6686,6441,5928,5928,5565,4673"
9048,"5513,1387,7399,930,6936,2483,1749,7260,3888,5464,5418,5418,6467,3391,3199,3352,4258,1080,2941,6251,5284,1323,5664,1321,2581,5618,6253,4943,5386,1402,714,3828,5454,2399,6591,6441,4636,7063,2162,1740,4673,7136,4831,4172"
9049,"539,539,4055,5692"
9050,"1717,5553,2307,2158,3210,2751,5809,6033,6033,3363,1402,6634,7219"
9051,2980
9052,"2654,5147,6191,3149"
9053,"1725,6471,4673,4564,1478,21"
9054,"3113,6718,2501"
9055,"2113,1279,2501"
9056,"1371,4202,3159,5176,5476,3665,2949,6241,5522,500,1744"
9057,"299,453,7099,1402,2383,4672,6191,2049,4199,6357"
9058,"6708,6438,7373,6013,154,3208,3208,619"
9059,"4506,3892,3891,1691,7192,1080,6154,6346,2464,120,2941,1457"
9060,"7325,4337,1248,2501,1133,1793"
9061,"6531,3892"
9062,"1645,1358,6921,3978,2846,1252,7105,2061"
9063,"5351,5147,6935,6935,200,2049,647,2160,4415,1660,6769,382,2719,3182,3182,1575,3339,5742,5239,324,4214,758,1103,1103,5347,2202,6298"
9064,"4624,2524"
9065,"3357,3685,7015,3929,969,2179,4662,2963,1637,6921,6975,4552,1078,368,2399"
9066,"152,4946,6426,682,5118,6528,1664,29,6507,4552,2747,5872,4324,3315"
9067,"5320,6103,4496,6006,6006,5133,4506"
9068,"5954,5724"
9069,"6478,527,527,6531"
9070,"7490,424,3210,4451,6541,3159,747,1527,4964,4063,2061,2383,6346,5238,1110,4728,5975,5975,2328,3921,7013,7013,4313,3418,839,2822,1911,597,2940,6057,6063"
9071,"3159,2002,1725"
9072,"1964,7240,2994,4874,3315,5158,430,368"
9073,"6120,2785"
9074,"4506,2483,1909,4904,5392,909,3159,5351,5029,4644,4152,934,6225,5456,3519"
9075,"193,3112,3706,4906,6291,6973,6267,5522,282,1280,1302,5558,6778,2452,5175,3685,7044,7044,445,4402,6338,1169"
9076,"2438,5664,5239,3795,526,2871,1754,4547,3033,3654,602,6989,650,1749,471,4160,2041,2399,2921,5159,627,3508,6619"
9077,"2968,2679,3936,7196,6026,2786,2445,7561,4055"
9078,"6921,7136,3018"
9079,"2575,4672,762"
9080,"445,2368,4927,3219,5852,3647,2594,6390,6094,4710,2879,7172,3822,3279,5864,6261,333,333,2521,3158,5945,534,4492,1993"
9081,"2049,5348,386,4460,1578,4644,1100,3315,6488"
9082,"6385,4927,4696,5603,4529,5860,5683,4724,2963"
9083,"1490,5168,2949,2562,268,1888,4955,3916,5683,2171,6975,39,2171,2594,3065,1808,3665,1650,1673,3574,1498,1703,7374,7253,3298,2332,6692"
9084,"299,2980,2941,3018,6718,7507,1419,7408,3436,2795,3270,5029,5853,5809,530,232,4210,2747,1707,5729,29,3600,2465,6441,4751,3461,4587,1596,403,6862,760,667,2544,1377,4849,4690,3459,3849,2646,6769,5838,5198,70,7238,575"
9085,"647,1164,2150,2921,6378,500,3913,5697,4113,5561,2435,6261"
9086,"3126,3220,7150,1725,2465,2405,6232,3018,1323"
9087,"534,3769,6087,2964,338,145,2808,5199,5181,2949,1419,6626,4636,127,4702,4332"
9088,"5419,5606,7017,3213,1650,1285,4929"
9089,"7521,3902,4644,4640,2654,6008,1162,6694,1323,2544,48,5664,3668,3987,5158,7136,2399,792,1487,1302,985,5826,3814,6769,1634,706,969,1879,2949,5957"
9090,"934,1457,2140,3936,7180,3624,1069,3208,1788,3906,7192,5347,6733,839,4278,7314,5639,6975,5169,5414,1279,3418,6989,2678,1080,6252"
9091,"6426,3210,7214,7291,5964,2384,1298,2049"
9092,"3516,6968,6308,4672,2406,739,6718,1868"
9093,"6471,1132,6255,1391,5374,4644,2544,6761,2318,402"
9094,"7014,4636,6019,6252,3159,985,3375,7471,1575,2303,3665,6133,4506,5463,7136,569,4339,5613"
9095,"6565,4004,2500,2500,6025,2790,5952,673,868,6236,4113,2183,2291,4636,6404"
9096,"5813,5034,5354,4194,1608,6975,289"
9097,"5175,3158,3831,7466,29,891,4469,7235,2364,3264,271,93,3298,5374,5522,3399,6769,2171,3339,6797,7136,1749,5041,2935,7319"
9098,"5519,160,4646,1323,2456,5928,5928,664,3375,7219,6146,151"
9100,"6479,5686,2523"
9101,4644
9102,"3310,4673,4636"
9103,"4335,828,1822,3210,6636,2648,2790,7128,3018,3436,2795,5212,5106"
9104,"6824,4587,952,6378,2949,4644,6709,832,1868,1487,6666"
9105,"6911,3018,2630,6308,3959,7314,7264,2962,5363,5928,5928,6820,527,527,247,7217,1252"
9106,"4559,7136,3913,6591"
9107,"274,6024,4214,1855,1402,780,5553,1065,5386,2303"
9108,4506
9109,"6416,6787"
9110,2053
9111,"1608,6722,1677,5325,5274,3018,5999,939,2663,3421"
9112,"4640,6205,3984,2510,2551,5031,605,6177,5422,5675,7374,4595,2963,5351,5895,3467,5374,6147,4990,6037,6096,4770,5175,602,2225,1273,1457"
9113,"842,5907,4710,926,6846,4800,2842,4696,2313,4015,6588,4942,5999,2981,6455,6972,2399,5664,3238,5919,1721,3989,5168,971,4941,6065,5449,4673,5561,5419,4640,1162,6769,882,5158"
9114,"3000,1976,6921,4794,2303,7017,5121,2815,5239,1717,5604,2751,5124,5948,627,5561,1164,5613,5304,5919"
9115,"6328,2395,4734,5572,2806"
9116,"2963,605,1200,4436,3149,2121,5561,3000"
9117,"2678,301,1034,1069,748,6280"
9118,"6841,592,154,5809,4214"
9119,"2464,4640,5452,6291,4983,3647,120,2684,4928,5745,2551,2544,2456,6031,402,5639,2303,6342"
9120,"5585,2302,6659,2464,3252,1458,7253,1174,669,4112,1726,531,356,6456,3050,442,36"
9121,"4570,6370,7243,1639,681,647,4431,6390,2712,2189,476,4584,7020,333,7229,6291,2076,2171,2383,5674,4202,6921,2303,6834,6774,6390,4636,6108,2524,3310,2464"
9122,"3508,4421,1885,5239,2061,4276,6282,3923,6441,299,4955,1326,1868,697,1788"
9125,"5083,36,6210,945,6001,2303,204,791,4252,1389,3959,2231,7287,6694"
9126,"6510,5391,444,4899,6968,5952,5665,6975,1500,2171,2383,2962,489,5933,5852,537,5613,4662,3149,2399"
9127,"1652,3428,6921,2794,2794,5073,2041"
9128,"3237,5954,4955,6565,792,4180,2981,204,3010,310,4451,3143,5499,2997,5613"
9129,"1868,6504,2790,6989,3238,2446,4631"
9130,"621,6421,4955,3879,1064,2926,5683,6113,7081,6061,6061,4650,5386,3369,3369,5664,6423,7287,3065,7015,2322,6676"
9131,"5354,1522,1694,3375"
9133,"7040,7334,2630"
9134,7186
9135,"6975,1825"
9136,"1691,4646,1115,706,7334,4132,2684,2684,1035"
9137,"6921,5567"
9138,2227
9139,"7136,5662,2962,3587,63,1695,1200,3685,3352,6251,3339,1911,6953,1458,5239,3938,3369,3399,2160,969,5522,6436"
9140,"4443,4528,6718,3018,5477,2579,7073,7262,536,3113,3363,5975,5975,682,6831,6132,6132,5187,3941,4569"
9141,"3363,3430,3224,1868,862,4015,2975,2927,1548,5386,982,1755,7298,5633,1575,5158,4885,3375,6605,5631,1993,1285,2303,3018,4339,4395,1721"
9142,"6613,5314,5603,2303,757,4788"
9143,"6191,4640,4496,2544"
9144,3128
9145,"1336,648"
9146,"2524,6714,2273,2500,4504,6359,3685,6921,39,5455,5852,1359,4625,5931,3149,4631,5983,3342,1285,1835,5957,453,1200,1639,1127,1964,4927,7172,7358,143,2990,5158,1603,86,4558,5848,940,1489,1996,2309,1504,4650,7002,3159"
9147,"5599,3310,6921"
9149,"4636,6393,5739,6408,2072"
9150,"497,5158,895,5057,2068,6733,1350,35,6943,6668,2963,1998"
9151,"3530,3113,6589,5147,4887,6718,1403,5107,2873,7160,6527"
9152,"3587,2551,453,7137,3796,275,5513,5351,5187,3574,5639,3219,5277,5857,6885,6888,3232,5591,6884,4636,4980,5557,7014,6851,3493,5675,1634,3279,2598,1285,6346,132,597,1976,6291,2368,4313,4496,7362,537,6885,1658,38"
9153,"220,6103,4003,1069,1069,1725,6485,5632,6453,1307"
9154,"3116,3116,5550,6700,2435,7160,220"
9155,"1129,7,445,5627,4176,2435,1258"
9156,"5844,7105,2061,2751,1868"
9157,"4851,2826,4277,6102,7466,7044,6281,129,2814,6772,4981"
9158,"5034,909,4751,5414,6989,2612,3369,5029,219,7196,1080,4506,3218,992,6946,6441,6268,2187,5941"
9159,"664,5927,7490,3128,5553,1252,7065,2602"
9161,"1625,5970,3393,4580,7085"
9162,"3125,1868"
9163,"6921,6061,4955,4631,3315,1976,534"
9164,"6962,4927,5093,3587,647,2569,3898,3182,1164,6978,4436,4006,6298,5553,1868,7287,2848,1957,6553,4883,4169,4946,5898,5031,3285,443,2186,5809,589,2774,330,5158,1145,6091"
9165,"6558,1725,3128,6298,6117,5444,3428,3032,7289,2897,21,4607,6610,3010,4278,1957,2504,3210"
9166,"4992,6415,6371,220,7271,3865"
9167,"952,1248,5118,3224,5686"
9168,"5320,2313,2949,2383"
9169,"5326,7129,5664"
9170,"5135,736,3334,299,7412,3270,6754,5695,6058,4332,1323,3027,3027,6308"
9171,"6026,7014,5824,1069,2717,6236,1590,1993,2849,4436,2140,3430,1199,5142,3665,419,2360,6268,6678,3158,4922,5365,5187,2794,1723,6774,7372,3418,6916,5641,5920,4785,3936,1950"
9172,"461,3203,3487,68,2032,274,403,6478"
9173,"6161,5096,2376,5774,6551,6551,500"
9174,"1747,2002,5734,3125,3514,748,5670,5273,31,3423"
9175,"1725,221,6211,3199"
9176,"259,4662,324,642,6033,6033,5397"
9177,4644
9178,"2004,4672,6447,6063"
9179,"6890,1859,2855,239,7065,5165,36,6921,2594,3738,4751,1225"
9180,"5639,7160,4098,2630,6063,1033,5371,2518,3264,5029,3182,3600,3600,2465,3519,5725,6659,2464,1609,6132,6132,3362"
9181,"2962,664,4567,4587,2842"
9182,"2963,2823,2712,4436,3662,7015,6867,3654,5176,2782,2383,597,1639,6510,1200,6191"
9183,"402,2465,1868,5318"
9184,"7503,1289,2254,1868,6403,2394,4564,6413,7150,4672,5729,682,7126,1412"
9185,"1761,3775,6369,6280,2047,2047,2866,679,4311,2351,2594,5857,1285,7172,4644,1308,453,828,3735,2508,4439,762,3600,1965,5567,3217,159,1343,4055,2757"
9186,"5633,300,5674,2002,2464,5677,1976,5239,5900,6103,7072,6425,6733,6268,909,508,2033,6839,2360,904,6589,5310,7071,5585,1304,2538,177,2395,2581,1034,6968,1489,4172,3234,655,2054,5960,6576,453,911,3133,6942,1639,6888,2650,3218,3811,792"
9187,"5613,6396,5665,2785,6510,4941"
9188,"5158,3500,6426,1957,4650,6785,168,647,1169,1934,3315,6091,6061,3032,4439,969,6726,453,5009,453,1575,2963,2509,1045,642,35,4863,627,6459,681,1152"
9189,"6791,992,7466,3102,5545,1723,7124,2786,3325,220,2894,6989"
9190,"6694,4814,5565,940,1164,4584,5683,4662,5198,605,4460,2937,1419,2399,1957,4786,4644,5665,5290,6113,1396,3143,4751,2949,4990,2371,6774"
9191,"3984,7136,5295,7308,1541,4270,7474,4794,5524,3647,2436,2436,5392,3436,3913,1868,5246,2438"
9192,"828,2061,4506,7150,2607,2607,6700,4672,6270,6074"
9193,"2544,1522,2061,1412,364,1786"
9194,1357
9195,"7035,2128,760,5073,6478,1790"
9196,"6346,4774"
9197,"4910,5614,908,7453,7051,2049,4587,2653,1219,6078,2569,6101,936,4710,7408,7313,6928,844,820,1275,866,6373,5759,2498,4971,5497,4971,4554,7257,4173,1576,2569,4734,3143,4322,5620,6286,4644,3580,2186,2384,1419,7353,3668,5293,2947,5293,1628,4496,5978,6683,2958,2318,6255,3866,2302,962,1643,2544,5826,4603,3050"
9198,"1755,2963,2004,2590,4450,2304,4633,1815,1060,2406,6828,7017,562,3442,2166,5033,4636,145,3018,3866,6683,907,3238,5267,6289,6626,2384,3106,5877"
9199,"4710,5414,4506,2313,7399,4937,162,6588,5683,2273,6718,4672,3018"
9200,"7124,4113,3113,7320"
9201,"4341,5391,38,453,2798,2510,2594,2030,6241,3315,3824,2207,5374,6426,453,4584,1010,2962,3504,792,2957,3568,6694,3339,6087"
9202,"2231,4252"
9204,"5176,1302,6921,7172,7471,2303,4077,2962,2871,5674,597,706,706,4584,38,1069,1069,6241,6901,6094,3090,3369,4636,500,3641,5641,7465,3587,382,6774"
9205,"5857,1486,6551,597,7172,2049,1957,1957,4496,5238"
9206,"1868,5884,1035,3310,211,1691,5381,2630,4672,4506,3430"
9207,"1691,190,6974"
9208,"4177,4057,7017,3363,4113,517"
9209,"4270,4885,7157,2061,6123,2555,274,4130,2795"
9210,"4153,4607,7160,1868,3681"
9211,"4550,5983,5837,5633,5029,517,5445,192,3283,7301,2384,4568,4003,5424,5394,5911,2273,2497"
9212,"2594,2808,5565,5513,597,4955,4814,5070,185,6551,4506,642,2464,6433,6088,7172,3074,2654,5674,54"
9213,"7287,21,1458,454,1998,2544"
9214,"1395,4283,5422,2303,2181,2181,4231,6504,1478,4216,6775,6921,3844"
9215,"47,6132,5769,4386,6818,4672"
9216,211
9217,"647,5391,7015,5613"
9218,"2630,5284,5663,1691,4935,1652,2882,3584,2033,24,2217,7190,1275,7370,5174,3203,6972,4858,6974,1120,5498"
9219,"1575,6132,2957"
9220,5212
9221,"1285,2590,5513,1157,1302,6139"
9222,"3000,6728,6975,4284,4662,1976,1489,5789,969,1783"
9223,"5298,5307,5392,2790,4660,228,2190,7335,3551,2596,2413,3436,985,1537,1808,4013,3387,145,5310,907,2339,7287,2397,5314,1491,2033,6103,7119,1572,832,3131,2245,1888,1621,1060,6292,2004,3797,5009,6415,2794,4350,4004,5254,6381,2747,4788,2444,7017,3563,7127,7380"
9224,"2313,6962,1741,3357,3188,4974,5614,5613,7150"
9225,"3018,7014,2445,1176,6775,4636,2923,3654,2303,4990,1749,6181,682,562,2963,3662"
9226,"969,7159,3128,5975,7295,2590,5129,4898,4130,3601,4640,7321,4349,5203"
9227,"4904,625,2313,3232,3216,5725,1536"
9228,"3577,4873,6588"
9229,"2313,1833,2406,2670,3688,6921,5127"
9230,"2100,7050,3355,6321,5774,1250,39,5239,2897,6346,4789,3352,4603,2160"
9231,"185,4013,5175,969,4081,6356,3936,7160,911,4194,271,2208,5633,4541,1144,4415,453,5351,2712,5373,3348,665,259,6975"
9232,"6595,6749,3603,3775,6243,3875,3875,4906,3792,5239,7335,2650,5249,5147,6166,2717,2992,3172,2383,3898,5983,1955,122,849,1896,995,3272,7521,3159,992"
9233,"1047,504,1880,7412,7092,2406,2254,3129,3972,5169,2456,728,2434,1033,957,2465"
9234,"1033,5313"
9235,"2785,2963,4332,4662"
9236,"4771,5005,5109,1617,4179,6094,4650,7099,1594,4313,5774,4099,1200,3936,6267,5513,315,6547,5392,2799,1092,4794,7474,647,7020,842,2303,6177,2688,6550,734,7213,1039,4555,3369,4158,3964,453,6106,1840,6902,6019,3268,5868,5373,3913,6619,6241"
9237,"364,2579,5796,4579,6984,587,338,1936"
9238,3005
9239,"6551,6551,5180,3505,7229,2399,2258,1212,6961,1956,2179"
9240,"6746,4032,5583,3600,527,527,5928,5928,3526,4964,5567,3941,3519,6533,6659,403"
9241,"728,728,445,3651,4185,4102,3315,947,3000,2464,2084,2368,3587,1054,1054,5565,1522"
9242,"7104,7015,5187,5187,2923,5730,5952,6888,3553,1656,4207,1861,537,122,445,6213"
9243,"408,254,453,3623,4943,4214,2002,6507,6024,923,29,969,6888,54,6433,5034,3591,5115,5872,5674,5318,5374,1744,6720,1068,2850"
9244,"4278,4077,4158,2923,6540,5239,7314,7314,3765,1588,4272,6841,934,3654,2598,7136,99,5351,3554"
9246,"3876,4341,4257,6884,4506,2986,2871,6346,3303,4541,5522,5351,1282,1575,1950,1594,4751,254,7136,2347,3039"
9247,"4960,6106,3379,4506,4785"
9248,"6471,6134,722,2465"
9249,"5615,4636,5675,6181,3959,2348"
9250,"5397,5561,2533,2712,197,2399,6510,7336"
9251,1694
9252,"4167,4945,4745,737,4210,2579,3624,5029,3027,4451,1935,4672,6063"
9253,"1133,5566,2980,6413"
9254,4580
9255,"1490,1575,2923,4892,5620,6337,4611,4376,667,1073,5314,7283,7271,278,4163,6181,7095,6378,1307,5474,5474,7015"
9256,"6769,6723,4313,2838,2435,3970,300,3951,2799,5392,232,256,453,6496,2661,5785,1308,3706,2303,1702,6151,3763,5872,5522"
9257,"4779,2796,1186,5158,257,257,2769,3819,1231,3020,160,334,3232,368,2473,5879,6975,2530,6969"
9258,6035
9259,"2187,7181,7094,3765,3765,2431,5528,1636,5528,3600,7094,2812,7094,7094,3765,7094,7094,7094,7094,4761,2403,1186,5650,4761,7029,6329,4761,3190"
9260,"5639,4631,247,6209,1206,4003,4955,3999,7097"
9261,"2166,6383,2786,1725,3159,444,7081,1993,6733,2981,6987,2030,7264,5228,7346,7399,143,6426,6384,6925,3149,2132,1673,3143,2795,3076,3310,4161,605"
9262,"4191,6869,2594,271,1639,3352,3722,4699,6252,2368,4640,7542,7235,3685,5249,1621,5357,3196,6884,54,2721,706,5522,897"
9263,"4636,3876,597,5675,4751,5826,6433,4113,4814,5759,5522,627"
9264,"6989,6065,3310,7065"
9265,"125,7045,1598,3508,885,5909,7011"
9266,"4453,3528,1912,645"
9267,"5846,4166,4992,5490"
9268,3232
9269,"5531,4702,5522,4113,969,1754,3331,3951,6504"
9270,"5762,3863,2136,5550,5804"
9271,"4569,4569,7260,1986,1986,4783,5997,3182,3182"
9273,"2981,3758,5507,4794,2571,5683,5683"
9274,"2630,6478,6531,7045"
9275,"5848,5565,187"
9276,"7423,3159,4768,6267,3375,5034,6231,5318,3158,4699,5295,6298,3600,1744,3020,5696,6687"
9277,"4443,7353,3375,1694,1694,4569,4569,5095,2506,3182,3182"
9278,"3936,909,6063,2684,3334,4768,3159,2202,5062,5062,3987,6342,2383,4453,6268,7160,204,1939"
9279,"2712,6108,5561,2962,3999,7101"
9280,"1600,1976,1637,2849,6139,3685,5849,6426,627,2487,4254,7107,1875,4662"
9281,"5920,5681,4421,5374,4214,368,4359,1004,1340,2383,846,6149"
9282,"7015,3876,383,4640,6605,7017,3594,3654,1498,6968"
9283,"1725,5603"
9284,"1042,5036,194,453,2303,6553,3442,2729,2823,1038,6787,6425,2630,3241,1430,5127,5574,3159,5345,4673,5741,7361,179"
9285,"1391,6659,1321,4015,3575,405,7219,2544"
9286,"3706,6061,4785,4980,6769,1939,3369,4636,7486,2030,7466,4214,7136,2768,2303"
